User Name,9220950,Policy Number,D.O.P,Block Id,Location,Issue,D.O.I,D.O.R,Amount,Asset,1,Claim Id,Age
Joan Caldwell,9344916,4070469,2/10/2020,38943,"Olds, IA",Hit and Run,05/21/2020,09/23/2020,9446,45737,1,2777360,30
Matthew Lopez,5220088,9395890,11/6/2020,86392,"Oxnard, CA",Auto Theft,05/12/2021,05/15/2021,12208,51984,0,8888109,46
Gregory Rendon,1713792,9468669,10/17/2020,98506,"Ceres, CA",Multiple Car Accident,05/09/2021,05/17/2021,3181,56150,0,3943467,25
Lorraine Adams,4998585,5551753,5/18/2020,21147,"Masury, OH",Hit and Run,06/06/2021,06/22/2021,13831,35627,0,4894753,26
Judy Hughes,1855864,8246418,8/14/2020,17186,"Ferdinand, ID",Bike & Car Accident,01/13/2021,06/24/2021,6149,15869,1,7169913,33
Devorah Ramirez,4247670,7552240,3/25/2020,90970,"Woodbury Heights, NJ",Bike & Car Accident,11/02/2020,11/10/2020,8391,54050,0,4157299,22
John Garcia,3842451,8667419,2/5/2020,56339,"Fish Lake, MN",Multiple Car Accident,05/06/2020,07/17/2020,18542,53869,0,2970089,36
James Marano,2839777,8109561,11/22/2020,33261,"Alexander City, AL",Multiple Car Accident,01/26/2021,06/22/2021,4750,19833,0,9071211,38
Ronald Lee,9414196,2202105,4/22/2020,80225,"Helena, OK",Single Car Accident,06/04/2020,09/20/2020,13612,45213,1,8935329,27
Allyson Potter,2789606,3617873,9/25/2020,47248,"Cameron, OK",Bike & Car Accident,11/05/2020,04/07/2021,16330,5532,0,9275219,56
Geraldine Knaus,5568559,5936869,12/2/2020,93215,"Olsburg, KS",Hit and Run,01/29/2021,02/05/2021,6566,16866,0,5422912,52
June Copeland,9793960,9654580,2/28/2020,26119,"Bell Buckle, TN",Auto Theft,11/05/2020,03/10/2021,10028,14454,0,6079413,42
James Richardson,3113182,5962938,3/11/2020,60538,"Wayne, IL",Multiple Car Accident,12/24/2020,01/27/2021,12493,20347,0,9684186,37
Darlene Guffey,8666376,8523808,9/15/2020,63534,"Camden, IL",Hit and Run,02/11/2021,05/03/2021,3682,53131,1,5406332,39
Bobby Randolph,7230957,1593261,3/11/2020,68949,"Beverly, KS",Single Car Accident,09/06/2020,11/14/2020,11129,38350,0,1524043,29
Richard Bergeron,1602522,1982470,1/26/2020,87735,"Anderson, NJ",Auto Theft,01/27/2021,06/06/2021,14664,57013,0,7131987,65
Christopher Mayes,7469098,2120572,7/1/2020,14795,"Guide Rock, NE",Multiple Car Accident,10/26/2020,04/20/2021,3975,37922,0,7715531,39
Phyllis Malone,1723647,6514505,8/20/2020,97673,"Cinco Ranch, TX",Multiple Car Accident,10/02/2020,06/14/2021,2889,36234,0,8108675,27
Jose Mercer,5460692,1747248,9/21/2020,73471,"Millstadt, IL",Multiple Car Accident,06/11/2021,06/13/2021,12282,57028,0,5400018,19
Numbers Perez,2642930,4568975,12/13/2020,48646,"Linn Valley, KS",Single Car Accident,03/14/2021,06/11/2021,8766,18721,0,4064281,27
Ann Haitz,9007021,6652934,2/28/2020,60977,"Eloy, AZ",Multiple Car Accident,04/12/2021,06/22/2021,19004,22311,1,2793948,59
Timothy Amerson,2338073,4410363,11/24/2020,85053,"Lakemont, PA",Single Car Accident,12/20/2020,01/30/2021,14528,6488,0,5405246,43
Angel Aultman,1925194,5631626,4/28/2020,14364,"Berea, KY",Single Car Accident,11/05/2020,03/07/2021,19414,41432,0,7592538,32
Kelli Hough,8780523,2475701,12/11/2020,63528,"Pleasantville, PA",Auto Theft,06/22/2021,06/23/2021,7555,41719,0,1067493,18
Lula Kane,7941675,7766652,3/24/2020,53459,"Great Bend, ND",Hit and Run,06/12/2021,06/29/2021,13953,53990,1,3856687,44
Willie Frost,7522940,9790792,12/12/2020,43855,"Grand Marais, MN",Multiple Car Accident,01/05/2021,01/05/2021,11920,22788,1,5135898,42
Walter Merriweather,2541198,9730163,5/2/2020,30649,"Valentine, NE",Hit and Run,05/08/2020,02/12/2021,3571,55478,0,2018058,17
Thomas Bruno,9416585,4818415,9/9/2020,49783,"Brookfield, IL",Auto Theft,12/24/2020,05/03/2021,2893,50777,0,9368923,56
Victoria Perkins,5955712,9705515,9/17/2020,94089,"Lind, WA",Multiple Car Accident,04/26/2021,06/23/2021,6692,8924,1,7267257,35
Jacquline Gingerich,7404967,5650232,10/24/2020,40475,"Middlesex, NC",Hit and Run,04/06/2021,04/14/2021,4112,30674,0,1368026,58
Timothy Whittenbeck,4142971,6292840,11/20/2020,87474,"Cocoa, FL",Hit and Run,02/23/2021,05/11/2021,6403,40536,0,8882331,51
Joseph Morgan,4605725,2210679,2/21/2020,37204,"Junior, WV",Single Car Accident,04/25/2020,11/21/2020,4214,8085,1,8165741,52
Bernice Graf,5765278,7079265,8/12/2020,10019,"St. Joseph, MO",Bike & Car Accident,02/14/2021,05/04/2021,9274,17379,0,2175300,33
Dean Black,7726619,8249313,8/13/2020,10671,"Desoto Lakes, FL",Multiple Car Accident,03/19/2021,05/08/2021,17895,12176,0,8246301,37
Robert Smith,1309430,1149185,3/10/2020,42855,"Ganado, AZ",Multiple Car Accident,06/09/2021,06/10/2021,18039,31793,0,8403404,39
Christopher Byrne,9964609,2644128,8/5/2020,63821,"Ephraim, WI",Hit and Run,12/22/2020,06/10/2021,4755,38899,1,5155424,30
Stephen Mcmullen,5121298,3441072,5/2/2020,27796,"Whitesboro, AL",Single Car Accident,06/01/2020,07/26/2020,14902,56383,0,9305592,59
Tara Arnold,4544960,6800791,6/26/2020,65375,"Golden Beach, FL",Hit and Run,10/13/2020,04/26/2021,13953,12207,0,4838827,34
John Tucker,7993853,2530941,1/9/2020,74734,"Kinney, MN",Multiple Car Accident,03/23/2021,05/03/2021,19017,46048,1,8366955,38
Peter Jackson,7518505,6337627,12/17/2020,11706,"Olympian Village, MO",Auto Theft,01/26/2021,06/30/2021,9990,22351,0,8557450,17
Norma Conklin,8362246,6014402,6/20/2020,55208,"Eagan, MN",Auto Theft,01/16/2021,04/13/2021,7574,46744,0,1309339,61
Patricia Knoll,2466866,7261516,9/7/2020,95484,"Smyrna, GA",Bike & Car Accident,05/25/2021,06/21/2021,4719,16665,0,9728069,23
Rhonda Stollar,1801007,1929214,6/20/2020,20634,"Cardington, OH",Single Car Accident,10/07/2020,06/22/2021,19812,40259,0,5970808,57
Roni Martinez,6349414,6164410,8/9/2020,26000,"Grosse Pointe Park, MI",Hit and Run,02/13/2021,06/06/2021,14299,56104,0,5061855,29
Scottie Woods,9424273,3435374,10/1/2020,63917,"Marshall, MI",Hit and Run,05/05/2021,05/20/2021,9361,21112,1,3244577,60
Thelma Taylor,6377061,9782585,4/24/2020,86634,"Albright, WV",Hit and Run,06/30/2020,02/28/2021,10420,38422,1,2323699,43
Danielle Button,8529719,4644225,1/16/2020,24484,"Sale City, GA",Hit and Run,12/18/2020,06/12/2021,16886,10074,0,5062397,61
Gordon Youngs,1928311,1426034,5/5/2020,77479,"New Chapel Hill, TX",Hit and Run,01/14/2021,01/18/2021,14714,9600,0,9860560,40
Michael Castillo,1426164,8092639,4/16/2020,95197,"Los Arcos, TX",Single Car Accident,02/21/2021,05/09/2021,18508,22012,0,2996635,49
Mary Mcclane,8196149,2804751,12/18/2020,24416,"El Sobrante, CA",Single Car Accident,03/03/2021,06/05/2021,3363,56760,0,5186437,17
Christopher Orr,6621929,1195656,6/21/2020,22273,"Starkville, CO",Bike & Car Accident,04/21/2021,06/08/2021,10775,19670,0,8761367,45
Theresa Johnson,2961311,6764177,10/24/2020,89936,"Goldsby, OK",Auto Theft,03/03/2021,03/13/2021,5808,57025,0,2024119,18
Joseph Keeton,8793291,9030697,5/13/2020,42757,"Boones Mill, VA",Hit and Run,11/30/2020,04/27/2021,4607,56256,1,2041645,18
Anthony Cyr,3846672,4293560,8/19/2020,59039,"Middleport, OH",Single Car Accident,02/22/2021,06/28/2021,14110,50856,1,1954268,45
Ronald Winkler,3559913,8521029,4/22/2020,14955,"Moorcroft, WY",Hit and Run,04/18/2021,05/30/2021,7116,42265,0,1989421,49
Virginia Lofaro,3762327,8390033,6/8/2020,61449,"Pacific Junction, IA",Multiple Car Accident,04/11/2021,05/25/2021,11587,22681,0,8525991,48
Roy Maher,7387032,7210921,1/27/2020,30702,"Wills Point, TX",Hit and Run,04/20/2021,04/28/2021,12248,5317,0,7877292,27
Stephen Heaberlin,5718663,3918404,7/22/2020,36509,"Woodbury, PA",Auto Theft,08/10/2020,11/26/2020,18629,50395,0,5129663,52
Jolie Rodriguez,4401367,1940581,12/24/2020,15761,"Belle Fontaine, AL",Multiple Car Accident,02/26/2021,03/30/2021,8955,31848,1,9888836,45
Francis Sobieski,8556378,8692312,4/17/2020,46789,"Helmetta, NJ",Auto Theft,08/11/2020,11/04/2020,19410,19531,0,1551047,46
Emily Brown,4196614,9477001,10/14/2020,66836,"Ogden, IA",Hit and Run,04/23/2021,05/05/2021,15455,22111,0,9455648,28
Jonathan Bray,5954210,6173776,4/24/2020,87830,"Cashtown, PA",Hit and Run,04/24/2021,06/21/2021,14129,45365,1,2356649,49
Wilbur Temple,8076898,6887325,9/18/2020,53951,"Custer City, OK",Auto Theft,11/02/2020,06/05/2021,16131,39503,0,9482449,42
Betty Sturm,2535170,7793128,11/17/2020,26949,"Emington, IL",Multiple Car Accident,06/28/2021,06/28/2021,9593,24122,0,6851995,62
Harlan Everett,2413146,5101993,3/1/2020,75783,"Verona, PA",Single Car Accident,06/06/2021,06/12/2021,16101,20991,1,9762250,18
Kenneth Davis,2853524,7567316,1/25/2020,74273,"Grubbs, AR",Single Car Accident,12/27/2020,02/17/2021,16199,25306,0,2618981,43
Eugene Warmbier,9529795,5054717,8/10/2020,95343,"McLemoresville, TN",Multiple Car Accident,06/01/2021,06/18/2021,12912,48029,0,3114159,47
Tammy Sanchez,6329109,4637202,8/15/2020,85628,"Lucerne, MO",Hit and Run,08/16/2020,12/20/2020,15452,33728,0,9718946,40
Morgan Martin,4579259,6416325,4/3/2020,45271,"Dundee, OH",Auto Theft,02/26/2021,05/26/2021,3323,56339,1,3575035,48
Carrie Rasberry,2032511,9368913,9/27/2020,11364,"Belleview, KY",Multiple Car Accident,12/16/2020,06/12/2021,17901,58847,0,8638504,27
Naomi Snyder,6083818,5781266,2/23/2020,18337,"Framingham, MA",Single Car Accident,05/08/2021,06/16/2021,15492,59950,0,1135608,63
Ruben Searight,1211317,1546919,5/9/2020,74317,"St. Benedict, IA",Auto Theft,06/10/2020,09/09/2020,11639,55023,0,9562836,29
Lisa Fischer,9369240,6111769,9/20/2020,21188,"Grazierville, PA",Single Car Accident,05/22/2021,06/04/2021,4805,51070,0,9333736,30
Janice Corning,2724190,5682723,3/2/2020,66999,"La Motte, IA",Hit and Run,12/31/2020,04/23/2021,6921,51345,0,5504367,33
Jose Kwiecien,2905297,2044353,8/23/2020,78046,"Burbank, WA",Bike & Car Accident,02/13/2021,03/06/2021,15493,30721,0,7661895,18
Christine Prohaska,2734212,6062181,6/26/2020,37072,"Strattanville, PA",Auto Theft,11/01/2020,11/04/2020,2185,30980,0,4786441,33
Charlotte Kimble,5909155,1206837,7/7/2020,83004,"Tazlina, AK",Single Car Accident,01/01/2021,06/30/2021,5051,19165,0,7794758,43
Suzanne Kowalsky,2961896,4671303,5/6/2020,84484,"Streator, IL",Hit and Run,05/24/2021,05/29/2021,19836,20869,0,2931835,25
Luis Lipp,6066024,7774973,9/19/2020,56536,"Fairfax, MO",Hit and Run,11/08/2020,05/31/2021,3619,41937,0,7076520,48
Roseann Yarbrough,5048642,6922104,8/12/2020,66610,"Falun, KS",Hit and Run,02/13/2021,05/18/2021,10311,35830,0,1554226,47
Jodi Legace,2197266,4681641,5/11/2020,51128,"Comstock, NE",Hit and Run,06/19/2021,06/20/2021,4718,20623,0,3567989,26
Elise Vandestreek,8273372,9727434,10/21/2020,47937,"East Prairie, MO",Multiple Car Accident,04/05/2021,06/19/2021,5878,21061,0,5208852,54
Jone Keil,2665076,3142122,6/27/2020,65299,"Lizton, IN",Multiple Car Accident,06/03/2021,06/29/2021,6341,20825,0,1272044,17
Shirley Mckinnon,8290407,1521904,9/15/2020,96165,"Ashland, NE",Auto Theft,06/01/2021,06/24/2021,15507,37896,0,2635189,32
Leo Kish,1047484,8265449,11/5/2020,23366,"Riverside, AL",Single Car Accident,03/04/2021,06/30/2021,12431,11607,1,9301785,25
Meredith Trudel,6521470,9774842,12/21/2020,57182,"Cornville, AZ",Multiple Car Accident,02/13/2021,04/27/2021,12051,6150,0,8206695,50
Debbie Campbell,3414693,1146632,7/7/2020,27939,"Greenwald, MN",Hit and Run,06/17/2021,06/23/2021,3206,42313,1,9461758,35
Richard Lowe,4893420,5867557,10/2/2020,48298,"San Pasqual, CA",Multiple Car Accident,04/13/2021,04/19/2021,5219,45465,0,5449935,32
Laticia Floyd,8816329,6621366,9/6/2020,44762,"Woodlawn, VA",Hit and Run,05/08/2021,05/19/2021,5064,54348,1,6975021,47
Michael Brown,7436460,8743330,8/14/2020,38772,"Allenhurst, NJ",Hit and Run,03/28/2021,05/31/2021,8742,9066,0,8075934,62
William Marshall,2943589,9708010,12/1/2020,17216,"Banks Springs, LA",Multiple Car Accident,01/25/2021,04/09/2021,18707,10634,0,2147377,50
John Daniel,2347991,1227521,9/14/2020,61584,"Braddock Hills, PA",Bike & Car Accident,01/09/2021,02/21/2021,13152,55362,0,1476447,29
Nicholas Gibbs,1542010,7420833,9/14/2020,89193,"Galena, KS",Multiple Car Accident,06/02/2021,06/03/2021,16366,32660,1,6086729,56
Lamar Gillespie,7149546,4376379,5/2/2020,76233,"Kalkaska, MI",Hit and Run,06/03/2021,06/04/2021,12096,48558,0,1681889,43
Joseph Hunt,9142833,5905848,7/20/2020,98613,"Glasgow, OR",Multiple Car Accident,03/28/2021,04/10/2021,5047,26217,0,8603572,22
Nancy Salgado,1279228,8254184,10/13/2020,28881,"Sumner, NE",Bike & Car Accident,12/16/2020,05/21/2021,15315,18051,0,8279431,65
Alice Baker,1089571,6395080,5/18/2020,42333,"Leitersburg, MD",Single Car Accident,06/24/2021,06/26/2021,5504,39242,0,9962918,62
Joseph Kilcrease,4241636,7145853,8/18/2020,51489,"Mona, UT",Hit and Run,05/03/2021,05/21/2021,19576,38239,0,3822066,22
Rodolfo Barton,2611921,1408414,4/20/2020,30921,"Scraper, OK",Single Car Accident,08/02/2020,01/12/2021,7817,17983,1,7297047,60
Dan Addington,4235070,6940374,9/5/2020,79925,"Aleneva, AK",Multiple Car Accident,10/09/2020,01/16/2021,6828,48467,0,4317259,21
Francis Fisher,7239561,4141113,10/20/2020,58237,"Center City, MN",Single Car Accident,05/16/2021,05/23/2021,19341,53186,0,8344813,21
Ronald Perez,2741982,7485828,11/28/2020,79341,"Whitemarsh Island, GA",Single Car Accident,03/02/2021,05/18/2021,8649,47186,0,7237757,24
Latoya Dodson,1329547,7936861,5/15/2020,26141,"West Fargo, ND",Multiple Car Accident,04/03/2021,05/24/2021,4054,57444,0,7334036,42
Julie King,4835166,7828247,10/26/2020,43863,"Orrtanna, PA",Auto Theft,06/20/2021,06/25/2021,15499,30198,0,6062033,39
Stacia Taylor,9381889,9764629,8/17/2020,73083,"Buzzards Bay, MA",Auto Theft,03/18/2021,06/04/2021,19162,56287,0,3102832,57
Anna Toole,9993618,4208144,3/13/2020,96350,"Sacaton, AZ",Hit and Run,03/23/2021,04/09/2021,16821,54289,0,5144169,27
Elsie Dunning,3119178,3863112,10/18/2020,38709,"Morrisdale, PA",Auto Theft,10/30/2020,06/30/2021,3593,38096,1,2795797,52
Ashley Bordelon,6817702,6520804,10/10/2020,33930,"Rodeo, NM",Auto Theft,10/20/2020,11/21/2020,18393,13942,0,6626032,56
Mary Bryant,8001218,4234230,9/21/2020,92045,"Brinsmade, ND",Hit and Run,02/07/2021,04/06/2021,17725,37643,1,7898313,53
Nicolas Plummer,3980535,8107310,7/27/2020,50059,"Rio Linda, CA",Hit and Run,08/25/2020,01/24/2021,5793,44346,0,1450612,55
Jerry Jones,1297799,1096108,3/17/2020,38497,"Anderson Island, WA",Single Car Accident,11/12/2020,12/21/2020,12721,22402,1,1863067,64
Eleanor Feller,8001722,7158089,10/3/2020,31007,"Crozet, VA",Single Car Accident,03/11/2021,06/12/2021,4244,36890,1,8535006,36
Wendy Beard,8008149,6806144,3/6/2020,63509,"Reader, AR",Hit and Run,11/23/2020,02/06/2021,8640,53196,0,8542955,40
Nora Beard,7693059,9472001,3/13/2020,61646,"Centuria, WI",Single Car Accident,02/02/2021,04/26/2021,17795,46826,0,4473378,17
Edward Maker,3396082,1705285,2/21/2020,66845,"St. Charles, KY",Auto Theft,11/10/2020,06/24/2021,4585,50340,0,6062512,49
Patricia Lefler,3340187,5191376,4/21/2020,16291,"Elgin, OK",Single Car Accident,11/03/2020,05/30/2021,12613,27069,0,1897714,47
Terry Kachermeyer,2944324,1096242,7/12/2020,92674,"Quitaque, TX",Hit and Run,12/18/2020,05/11/2021,13506,54222,0,7093377,18
Cathy White,5923335,7929385,2/25/2020,55900,"River Ridge, LA",Hit and Run,01/04/2021,04/10/2021,11677,54059,0,1984119,44
Cheryl Norris,8387800,5230802,2/7/2020,98735,"Earlington, KY",Multiple Car Accident,08/22/2020,04/16/2021,12958,35914,1,2777254,36
Michael Newsome,6660154,4445607,6/8/2020,15736,"Homestead Base, FL",Hit and Run,07/02/2020,08/14/2020,18888,43415,0,3012350,48
Victoria Beecher,4746363,3299323,10/7/2020,31829,"Bourbon, MO",Hit and Run,06/17/2021,06/29/2021,19139,13748,0,8358369,20
Daniel Hrabal,8784913,5284515,5/25/2020,91146,"Bloomfield, NE",Auto Theft,06/28/2021,06/28/2021,11502,59052,1,7485530,16
Michelle Moody,6956383,3643688,3/16/2020,62265,"Conway, NC",Multiple Car Accident,05/16/2021,06/01/2021,12925,26436,0,8213710,36
Raquel Williams,4378459,6994158,10/16/2020,72418,"Glenville, CT",Multiple Car Accident,11/17/2020,06/09/2021,5353,49668,0,8645229,41
Corey Mitchell,8400214,3219784,5/17/2020,10576,"Marion, SC",Auto Theft,11/21/2020,02/19/2021,4047,21677,0,7977317,63
David Olson,6353913,8617082,11/1/2020,73716,"Northfield, OH",Bike & Car Accident,12/25/2020,05/21/2021,15924,42381,1,3006769,35
Mary Mcdonald,5580486,5426083,7/19/2020,52784,"Gleed, WA",Bike & Car Accident,06/15/2021,06/26/2021,5086,47883,1,4980200,50
Tammy Hendrickson,6027908,2221180,7/16/2020,33531,"Calpella, CA",Single Car Accident,08/14/2020,03/18/2021,13495,53612,0,4317692,17
Christina Garrett,3655162,5793502,12/22/2020,15811,"Townville, PA",Multiple Car Accident,02/28/2021,06/17/2021,9430,32454,1,2325743,22
Natasha Felton,1924143,5065389,1/18/2020,30733,"Lac La Belle, WI",Auto Theft,03/14/2020,06/16/2021,19487,19947,0,8042011,27
Andrew Mendoza,1169435,5728356,12/24/2020,94823,"Allegan, MI",Auto Theft,04/09/2021,05/29/2021,11983,7241,0,6410801,61
Marilyn Davis,7329467,1196341,10/5/2020,80644,"Twin Lakes, IA",Auto Theft,10/12/2020,01/16/2021,15674,11929,0,3988425,60
Donna Allen,9949520,5048870,9/19/2020,61291,"Kimmswick, MO",Single Car Accident,02/09/2021,04/21/2021,10415,54139,0,6933272,39
Lecia Nickl,4651866,1692673,11/6/2020,51491,"Clinton, UT",Hit and Run,03/02/2021,06/27/2021,3448,27914,0,4192807,49
Pamela Farrer,8201583,8474366,7/7/2020,86821,"Jackson, AL",Hit and Run,06/05/2021,06/27/2021,11044,55156,0,3022456,18
Carol Watts,4428947,5358754,7/12/2020,35098,"Bainville, MT",Bike & Car Accident,06/20/2021,06/25/2021,7598,24730,1,3425324,49
Charles Brazier,8704164,3858015,4/6/2020,19992,"Rhame, ND",Single Car Accident,06/01/2021,07/01/2021,18688,35548,0,7594794,28
Chang Tagliarini,6133450,6232114,7/4/2020,36096,"Wendell, ID",Bike & Car Accident,03/16/2021,06/14/2021,14265,13791,1,6171450,28
Kristin Moskowitz,1074519,5459481,9/13/2020,90964,"New Cambria, KS",Bike & Car Accident,01/20/2021,02/11/2021,4906,31583,0,8355586,64
Jody Weaver,2425034,9265856,4/27/2020,66954,"Royal, NE",Bike & Car Accident,04/08/2021,06/20/2021,18449,41158,0,1330968,46
Marvin Hopkins,4648098,4186417,12/1/2020,61191,"Nazareth, PA",Hit and Run,02/10/2021,03/02/2021,16330,59565,1,3891050,25
Deborah Johnson,3545122,9559377,11/4/2020,88515,"Albany, LA",Hit and Run,05/03/2021,06/02/2021,19801,47246,0,8585501,52
Thomas Chang,5602118,3005577,6/24/2020,63674,"South Fork Estates, TX",Auto Theft,11/19/2020,03/24/2021,16075,17538,1,7175351,35
Julie Devine,4183052,8964861,12/7/2020,37269,"Monmouth, IL",Auto Theft,06/20/2021,06/22/2021,6897,24402,1,4431637,58
William Faulk,4234807,8470649,11/14/2020,97951,"Siasconset, MA",Multiple Car Accident,11/18/2020,07/01/2021,14894,30350,0,9644812,37
Daisy Taylor,1187335,7803892,12/8/2020,72143,"Whitelaw, WI",Bike & Car Accident,12/18/2020,04/27/2021,5873,35584,0,1333415,46
Russell Lewis,6487870,9242832,9/25/2020,98461,"North Syracuse, NY",Multiple Car Accident,11/14/2020,02/03/2021,9418,28633,0,1109170,30
Carol Pope,4742160,3510609,5/28/2020,76254,"Anthony, KS",Multiple Car Accident,10/23/2020,03/18/2021,8433,37282,1,9901402,50
Leonora Myers,4187250,8328130,4/17/2020,28470,"Enola, PA",Bike & Car Accident,01/26/2021,04/21/2021,8565,22377,0,1517340,32
Sonya Brooks,4468567,8034964,1/15/2020,10222,"Navasota, TX",Multiple Car Accident,02/23/2020,07/16/2020,15526,24177,0,6228188,32
Elaine Pharris,5541783,3931918,8/6/2020,27344,"Crescent Valley, NV",Single Car Accident,04/15/2021,05/24/2021,4575,23652,1,4156105,18
Bertha Williams,5896738,4559514,1/3/2020,51287,"Locust Grove, GA",Auto Theft,08/10/2020,10/17/2020,16011,51159,0,6113838,23
Amy Schmidt,6065854,4450800,12/17/2020,74246,"Hull, GA",Single Car Accident,03/24/2021,05/13/2021,19411,57921,1,4363700,22
Kathryn Wilson,9429764,3609387,12/24/2020,96437,"Springfield, KY",Single Car Accident,02/03/2021,04/03/2021,3521,43183,1,9372962,30
Angelo Nguyen,6297387,4060312,12/1/2020,77158,"La Plata, MD",Bike & Car Accident,12/05/2020,04/24/2021,6096,22399,0,6842807,65
Jennie Hill,8386123,2595232,7/7/2020,18731,"Shaw Heights, CO",Bike & Car Accident,11/28/2020,12/29/2020,5599,38963,1,7606587,48
Robert Wright,4816166,9683697,3/23/2020,61160,"Sun City West, AZ",Multiple Car Accident,08/17/2020,12/26/2020,9117,28102,1,1529947,50
Ronald Romine,2797822,6496169,12/22/2020,60976,"Springville, IA",Bike & Car Accident,02/14/2021,04/14/2021,6385,25905,0,1600165,57
Sarah Hall,8934435,1541464,2/2/2020,14227,"Altamont, KS",Hit and Run,08/18/2020,10/12/2020,6563,12988,1,6867764,51
Leonard Evans,9649530,1890600,8/10/2020,78878,"Sun City, KS",Bike & Car Accident,10/30/2020,04/01/2021,10536,28627,0,1085680,27
Stanford Miller,2865582,3340858,5/25/2020,40426,"Harbor Isle, NY",Hit and Run,11/25/2020,04/24/2021,15030,53526,1,2450517,44
Trisha Barshaw,7004537,1635869,9/22/2020,76698,"Morgan Hill, CA",Single Car Accident,02/10/2021,05/19/2021,12046,40396,0,5640429,19
Seth Shea,7944277,5378688,12/27/2020,27825,"Amo, IN",Hit and Run,06/06/2021,06/13/2021,8641,27623,0,6282000,17
Earl Mcrae,4965379,5845371,10/6/2020,70846,"Richburg, NY",Bike & Car Accident,12/08/2020,05/23/2021,13253,36266,0,7728054,25
Darlene Locker,3493356,4233095,10/15/2020,94915,"Copper Harbor, MI",Bike & Car Accident,11/23/2020,04/28/2021,15471,20358,0,2527364,38
Melanie Grey,3964412,6143493,5/26/2020,50024,"Graham, NC",Auto Theft,12/09/2020,06/09/2021,8019,44087,0,4748873,21
Mary Sims,8741964,6208857,7/19/2020,13558,"Ruston, LA",Hit and Run,10/11/2020,04/25/2021,16322,28497,0,9495075,35
Rene Currier,5282782,6043877,9/19/2020,65568,"Southside Place, TX",Multiple Car Accident,12/15/2020,03/19/2021,2324,30716,0,4800248,42
Michael Rapp,7844019,4503049,6/3/2020,18402,"Kawela Bay, HI",Single Car Accident,01/23/2021,04/26/2021,4720,52608,0,7331259,42
Gladys Crocker,8636447,9135982,8/24/2020,99478,"Honcut, CA",Auto Theft,12/01/2020,05/07/2021,6575,34465,0,7812078,25
Courtney Cundiff,2271020,1558198,11/19/2020,79211,"Argyle, TX",Hit and Run,04/17/2021,05/11/2021,3291,47959,0,4249096,45
Jonathan Foster,7216844,2944843,8/24/2020,75248,"Fountain, MN",Bike & Car Accident,05/13/2021,06/01/2021,3450,34132,1,7641774,21
Jose Cook,9055888,4432529,3/21/2020,36769,"Enlow, PA",Single Car Accident,08/03/2020,07/01/2021,10400,40948,0,4452582,36
Herman Stith,7180648,6748679,8/5/2020,71362,"Thompson, IA",Auto Theft,02/14/2021,03/08/2021,14745,6687,0,8910304,54
Katherine Mojica,9573637,5156953,6/6/2020,52212,"Bucoda, WA",Auto Theft,08/12/2020,10/04/2020,6124,18933,1,9599204,34
Louann Denton,6717399,9557056,6/1/2020,69340,"Guernsey, IA",Single Car Accident,05/01/2021,06/21/2021,2050,13803,0,2182594,24
Jacob Collins,8127129,3063720,8/25/2020,41627,"Waterbury, CT",Bike & Car Accident,06/16/2021,06/18/2021,5290,43961,1,4022503,29
Laura Shaffer,8156928,7877706,6/21/2020,88284,"Cassadaga, NY",Hit and Run,11/22/2020,01/26/2021,7322,52036,0,2344671,63
Levi Wade,3019862,8499380,4/19/2020,68128,"Salida, CA",Bike & Car Accident,12/03/2020,06/01/2021,4652,32413,1,6859040,46
Paulette Shepard,1975793,1631735,12/23/2020,45031,"Nesbitt, TX",Auto Theft,04/21/2021,06/30/2021,7376,25158,0,7414557,56
Gregoria Bell,1722920,3056386,11/17/2020,71674,"New Miami, OH",Auto Theft,03/10/2021,05/27/2021,13500,38905,0,8001137,42
Willie Canfield,4318614,3648767,5/20/2020,45907,"Kanosh, UT",Hit and Run,03/20/2021,06/17/2021,12880,7797,1,9024498,49
Manuel Schaefer,7052308,5485912,8/11/2020,12314,"Grafton, IL",Single Car Accident,06/14/2021,06/30/2021,17827,23428,0,9496988,18
Mickey Mueller,8445434,4438561,3/22/2020,25172,"Trout Creek, MT",Auto Theft,04/22/2021,05/01/2021,2012,23433,0,6069098,53
Charles Chen,7747977,7516561,7/9/2020,20422,"Bloomington, CA",Multiple Car Accident,08/23/2020,06/08/2021,9524,6978,1,1822505,54
Candace Sutherland,9291080,1969746,3/19/2020,20234,"Blackburn, MO",Hit and Run,09/17/2020,11/25/2020,9018,28162,0,9535602,58
Jimmy Johnson,2273672,7940114,6/10/2020,33617,"Highland Holiday, OH",Single Car Accident,11/01/2020,01/15/2021,17885,13824,0,3502130,57
Wesley Northern,6259499,3038856,12/11/2020,75526,"Dakota Dunes, SD",Auto Theft,06/08/2021,06/16/2021,11332,14902,1,8915113,24
Joshua Tate,9338484,3114425,1/5/2020,49303,"Wamego, KS",Single Car Accident,06/02/2021,06/07/2021,19225,17105,0,6355242,19
Jacquelyn Watson,7812245,1440098,11/26/2020,51425,"Peaceful Village, MO",Hit and Run,04/17/2021,06/02/2021,12799,25353,0,9679456,43
Sheila Guerrero,5089672,9357828,5/3/2020,65105,"Harrison, GA",Hit and Run,03/14/2021,06/24/2021,12573,27131,0,3038682,19
